id,sentence,tokens,labels
1226,Trước khi tập gym nên ăn đậu lăng không?,Trước khi tập_gym nên ăn đậu_lăng không ?,O O O O O B-FOOD O O
1227,Người tập gym cần bao nhiêu vitamin C mỗi ngày?,Người tập_gym cần bao_nhiêu vitamin_C mỗi ngày ?,O O O O B-NUTRIENT O O O
1228,Người tập gym cần bao nhiêu magiê mỗi ngày?,Người tập_gym cần bao_nhiêu magiê mỗi ngày ?,O O O O B-NUTRIENT O O O
1229,Sau chạy bộ bị đau đầu nên bổ sung gì?,Sau chạy_bộ bị đau_đầu nên bổ_sung gì ?,O O O B-SYMPTOM O O O O
1230,Sau chạy bộ bị tiêu chảy nên bổ sung gì?,Sau chạy_bộ bị tiêu_chảy nên bổ_sung gì ?,O O O B-SYMPTOM O O O O
1231,Tập thể thao cần bổ sung kali không?,Tập_thể_thao cần bổ_sung kali không ?,O O O B-NUTRIENT O O
1232,Tập thể thao cần bổ sung canxi không?,Tập_thể_thao cần bổ_sung canxi không ?,O O O B-NUTRIENT O O
1233,Ăn gạo lứt trước khi tập gym có tốt không?,Ăn gạo_lứt trước khi tập_gym có tốt không ?,O B-FOOD O O O O O O O
1234,Ăn thịt heo trước khi tập gym có tốt không?,Ăn thịt_heo trước khi tập_gym có tốt không ?,O B-FOOD O O O O O O O
1235,Người tập gym bị đau bụng nên ăn gì?,Người tập_gym bị đau_bụng nên ăn gì ?,O O O B-SYMPTOM O O O O
1236,Người tập gym bị khó tiêu nên ăn gì?,Người tập_gym bị khó_tiêu nên ăn gì ?,O O O B-SYMPTOM O O O O
1237,Óc chó giúp phục hồi cơ sau tập luyện không?,óc_chó giúp phục_hồi cơ sau tập_luyện không ?,B-FOOD O O O O O O O
1238,Thịt heo giúp phục hồi cơ sau tập luyện không?,thịt_heo giúp phục_hồi cơ sau tập_luyện không ?,B-FOOD O O O O O O O
1239,Tập gym nên ăn yến mạch để bổ sung protein không?,Tập_gym nên ăn yến_mạch để bổ_sung protein không ?,O O O B-FOOD O O B-NUTRIENT O O
1240,Tập gym nên ăn dưa hấu để bổ sung protein không?,Tập_gym nên ăn dưa_hấu để bổ_sung protein không ?,O O O B-FOOD O O B-NUTRIENT O O
1241,Tập gym nên ăn trứng gà để bổ sung magiê không?,Tập_gym nên ăn trứng_gà để bổ_sung magiê không ?,O O O B-FOOD O O B-NUTRIENT O O
1242,Tập gym nên ăn trứng gà để bổ sung chất béo không?,Tập_gym nên ăn trứng_gà để bổ_sung chất_béo không ?,O O O B-FOOD O O B-NUTRIENT O O
1243,Sau tập nặng bị đau cơ nên uống gì?,Sau tập_nặng bị đau_cơ nên uống gì ?,O O O B-SYMPTOM O O O O
1244,Sau tập nặng bị tiêu chảy nên uống gì?,Sau tập_nặng bị tiêu_chảy nên uống gì ?,O O O B-SYMPTOM O O O O
1245,Người chạy bộ cần bổ sung magiê từ chuối không?,Người chạy_bộ cần bổ_sung magiê từ chuối không ?,O O O O B-NUTRIENT O B-FOOD O O
1246,Người chạy bộ cần bổ sung vitamin B12 từ chuối không?,Người chạy_bộ cần bổ_sung vitamin_B12 từ chuối không ?,O O O O B-NUTRIENT O B-FOOD O O
1247,Người chạy bộ cần bổ sung kali từ ức gà không?,Người chạy_bộ cần bổ_sung kali từ ức_gà không ?,O O O O B-NUTRIENT O B-FOOD O O
1248,Người chạy bộ cần bổ sung kali từ thịt bò không?,Người chạy_bộ cần bổ_sung kali từ thịt_bò không ?,O O O O B-NUTRIENT O B-FOOD O O
1249,Tập gym có cần uống chuối không?,Tập_gym có cần uống chuối không ?,O O O O B-FOOD O O
1250,Tập gym có cần uống gạo lứt không?,Tập_gym có cần uống gạo_lứt không ?,O O O O B-FOOD O O
1251,Cà chua tốt cho người tập thể thao không?,cà_chua tốt cho người tập_thể_thao không ?,B-FOOD O O O O O O
1252,Bơ tốt cho người tập thể thao không?,bơ tốt cho người tập_thể_thao không ?,B-FOOD O O O O O O
1253,Sau tập gym bị đau khớp thiếu kali nên ăn gì?,Sau tập_gym bị đau_khớp thiếu kali nên ăn gì ?,O O O B-SYMPTOM O B-NUTRIENT O O O O
1254,Sau tập gym bị mất ngủ thiếu kali nên ăn gì?,Sau tập_gym bị mất_ngủ thiếu kali nên ăn gì ?,O O O B-SYMPTOM O B-NUTRIENT O O O O
1255,Sau tập gym bị chuột rút thiếu chất béo nên ăn gì?,Sau tập_gym bị chuột_rút thiếu chất_béo nên ăn gì ?,O O O B-SYMPTOM O B-NUTRIENT O O O O
1256,Sau tập gym bị chuột rút thiếu tinh bột nên ăn gì?,Sau tập_gym bị chuột_rút thiếu tinh_bột nên ăn gì ?,O O O B-SYMPTOM O B-NUTRIENT O O O O
1257,Tập thể thao cần ăn bao nhiêu vitamin D?,Tập_thể_thao cần ăn bao_nhiêu vitamin_D ?,O O O O B-NUTRIENT O
1258,Tập thể thao cần ăn bao nhiêu magiê?,Tập_thể_thao cần ăn bao_nhiêu magiê ?,O O O O B-NUTRIENT O
1259,Óc chó giàu chất béo tốt cho người tập gym không?,óc_chó giàu chất_béo tốt cho người tập_gym không ?,B-FOOD O B-NUTRIENT O O O O O O
1260,Cá thu giàu chất béo tốt cho người tập gym không?,cá_thu giàu chất_béo tốt cho người tập_gym không ?,B-FOOD O B-NUTRIENT O O O O O O
1261,Bơ giàu vitamin D tốt cho người tập gym không?,Bơ giàu vitamin_D tốt cho người tập_gym không ?,B-FOOD O B-NUTRIENT O O O O O O
1262,Bơ giàu omega-3 tốt cho người tập gym không?,Bơ giàu omega-3 tốt cho người tập_gym không ?,B-FOOD O B-NUTRIENT O O O O O O
1263,Ăn chay có đủ folate không?,Ăn_chay có đủ folate không ?,O O O B-NUTRIENT O O
1264,Ăn chay có đủ kẽm không?,Ăn_chay có đủ kẽm không ?,O O O B-NUTRIENT O O
1265,Người ăn chay nên bổ sung vitamin D từ đâu?,Người ăn_chay nên bổ_sung vitamin_D từ đâu ?,O O O O B-NUTRIENT O O O
1266,Người ăn chay nên bổ sung natri từ đâu?,Người ăn_chay nên bổ_sung natri từ đâu ?,O O O O B-NUTRIENT O O O
1267,Người dị ứng bơ bổ sung omega-3 từ đâu?,Người dị_ứng bơ bổ_sung omega-3 từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1268,Người dị ứng bắp cải bổ sung omega-3 từ đâu?,Người dị_ứng bắp_cải bổ_sung omega-3 từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1269,Người dị ứng hải sản bổ sung vitamin C từ đâu?,Người dị_ứng hải_sản bổ_sung vitamin_C từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1270,Người dị ứng hải sản bổ sung natri từ đâu?,Người dị_ứng hải_sản bổ_sung natri từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1271,Ăn chay nên ăn chuối để bổ sung protein không?,Ăn_chay nên ăn chuối để bổ_sung protein không ?,O O O B-FOOD O O B-NUTRIENT O O
1272,Ăn chay nên ăn yến mạch để bổ sung protein không?,Ăn_chay nên ăn yến_mạch để bổ_sung protein không ?,O O O B-FOOD O O B-NUTRIENT O O
1273,Ăn chay nên ăn đậu phụ để bổ sung sắt không?,Ăn_chay nên ăn đậu_phụ để bổ_sung sắt không ?,O O O B-FOOD O O B-NUTRIENT O O
1274,Ăn chay nên ăn đậu phụ để bổ sung folate không?,Ăn_chay nên ăn đậu_phụ để bổ_sung folate không ?,O O O B-FOOD O O B-NUTRIENT O O
1275,Người ăn chay thiếu vitamin C nên ăn gì?,Người ăn_chay thiếu vitamin_C nên ăn gì ?,O O O B-NUTRIENT O O O O
1276,Người ăn chay thiếu omega-3 nên ăn gì?,Người ăn_chay thiếu omega-3 nên ăn gì ?,O O O B-NUTRIENT O O O O
1277,Ăn chay có thiếu sắt không?,Ăn_chay có thiếu sắt không ?,O O O B-NUTRIENT O O
1278,Ăn chay có thiếu folate không?,Ăn_chay có thiếu folate không ?,O O O B-NUTRIENT O O
1279,Người dị ứng óc chó bổ sung canxi từ đâu?,Người dị_ứng óc_chó bổ_sung canxi từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1280,Người dị ứng cá ba sa bổ sung canxi từ đâu?,Người dị_ứng cá_ba_sa bổ_sung canxi từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1281,Người dị ứng sữa bổ sung folate từ đâu?,Người dị_ứng sữa bổ_sung folate từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1282,Người dị ứng sữa bổ sung kali từ đâu?,Người dị_ứng sữa bổ_sung kali từ đâu ?,O O B-FOOD O B-NUTRIENT O O O
1283,Ăn chay nên ăn khoai lang giàu protein không?,Ăn_chay nên ăn khoai_lang giàu protein không ?,O O O B-FOOD O B-NUTRIENT O O
1284,Ăn chay nên ăn dưa hấu giàu protein không?,Ăn_chay nên ăn dưa_hấu giàu protein không ?,O O O B-FOOD O B-NUTRIENT O O
1285,Ăn chay nên ăn đậu lăng giàu magiê không?,Ăn_chay nên ăn đậu_lăng giàu magiê không ?,O O O B-FOOD O B-NUTRIENT O O
1286,Ăn chay nên ăn đậu lăng giàu vitamin D không?,Ăn_chay nên ăn đậu_lăng giàu vitamin_D không ?,O O O B-FOOD O B-NUTRIENT O O
1287,Chế độ keto cần hạn chế folate không?,Chế_độ_keto cần hạn_chế folate không ?,O O O B-NUTRIENT O O
1288,Chế độ keto cần hạn chế kẽm không?,Chế_độ_keto cần hạn_chế kẽm không ?,O O O B-NUTRIENT O O
1289,Người ăn chay bị ung thư nên bổ sung gì?,Người ăn_chay bị ung_thư nên bổ_sung gì ?,O O O B-DISEASE O O O O
1290,Người ăn chay bị béo phì nên bổ sung gì?,Người ăn_chay bị béo_phì nên bổ_sung gì ?,O O O B-DISEASE O O O O
1291,Ăn chay có thiếu canxi không?,Ăn_chay có thiếu canxi không ?,O O O B-NUTRIENT O O
1292,Ăn chay có thiếu kali không?,Ăn_chay có thiếu kali không ?,O O O B-NUTRIENT O O
1293,Người dị ứng gluten nên ăn táo không?,Người dị_ứng gluten nên ăn táo không ?,O O O O O B-FOOD O O
1294,Người dị ứng gluten nên ăn yến mạch không?,Người dị_ứng gluten nên ăn yến_mạch không ?,O O O O O B-FOOD O O
1295,Ăn thuần chay cần bổ sung vitamin D không?,Ăn_thuần_chay cần bổ_sung vitamin_D không ?,O O O B-NUTRIENT O O
1296,Ăn thuần chay cần bổ sung sắt không?,Ăn_thuần_chay cần bổ_sung sắt không ?,O O O B-NUTRIENT O O
1297,Người ăn chay tập gym thiếu vitamin D nên ăn gì?,Người ăn_chay tập_gym thiếu vitamin_D nên ăn gì ?,O O O O B-NUTRIENT O O O O
1298,Người ăn chay tập gym thiếu canxi nên ăn gì?,Người ăn_chay tập_gym thiếu canxi nên ăn gì ?,O O O O B-NUTRIENT O O O O
1299,Bơ tốt cho người ăn chay thiếu sắt không?,bơ tốt cho người ăn_chay thiếu sắt không ?,B-FOOD O O O O O B-NUTRIENT O O
1300,Óc chó tốt cho người ăn chay thiếu sắt không?,óc_chó tốt cho người ăn_chay thiếu sắt không ?,B-FOOD O O O O O B-NUTRIENT O O
1301,Đậu xanh tốt cho người ăn chay thiếu kali không?,Đậu_xanh tốt cho người ăn_chay thiếu kali không ?,B-FOOD O O O O O B-NUTRIENT O O
1302,Đậu xanh tốt cho người ăn chay thiếu vitamin D không?,Đậu_xanh tốt cho người ăn_chay thiếu vitamin_D không ?,B-FOOD O O O O O B-NUTRIENT O O
1303,Ăn chay nên bổ sung protein từ hạt điều không?,Ăn_chay nên bổ_sung protein từ hạt_điều không ?,O O O B-NUTRIENT O B-FOOD O O
1304,Ăn chay nên bổ sung natri từ hạt điều không?,Ăn_chay nên bổ_sung natri từ hạt_điều không ?,O O O B-NUTRIENT O B-FOOD O O
1305,Ăn chay nên bổ sung kẽm từ óc chó không?,Ăn_chay nên bổ_sung kẽm từ óc_chó không ?,O O O B-NUTRIENT O B-FOOD O O
1306,Ăn chay nên bổ sung kẽm từ chuối không?,Ăn_chay nên bổ_sung kẽm từ chuối không ?,O O O B-NUTRIENT O B-FOOD O O
1307,Người ăn chay bị đau cơ có thể thiếu vitamin B12 không?,Người ăn_chay bị đau_cơ có_thể thiếu vitamin_B12 không ?,O O O B-SYMPTOM O O B-NUTRIENT O O
1308,Người ăn chay bị đau khớp có thể thiếu vitamin B12 không?,Người ăn_chay bị đau_khớp có_thể thiếu vitamin_B12 không ?,O O O B-SYMPTOM O O B-NUTRIENT O O
1309,Người ăn chay bị mệt mỏi có thể thiếu tinh bột không?,Người ăn_chay bị mệt_mỏi có_thể thiếu tinh_bột không ?,O O O B-SYMPTOM O O B-NUTRIENT O O
1310,Người ăn chay bị mệt mỏi có thể thiếu folate không?,Người ăn_chay bị mệt_mỏi có_thể thiếu folate không ?,O O O B-SYMPTOM O O B-NUTRIENT O O
1311,Tôm tốt cho người ăn chay thiếu omega-3 không?,tôm tốt cho người ăn_chay thiếu omega-3 không ?,B-FOOD O O O O O B-NUTRIENT O O
1312,Trứng gà tốt cho người ăn chay thiếu omega-3 không?,trứng_gà tốt cho người ăn_chay thiếu omega-3 không ?,B-FOOD O O O O O B-NUTRIENT O O
1313,Hạt chia tốt cho người ăn chay thiếu natri không?,Hạt_chia tốt cho người ăn_chay thiếu natri không ?,B-FOOD O O O O O B-NUTRIENT O O
1314,Hạt chia tốt cho người ăn chay thiếu protein không?,Hạt_chia tốt cho người ăn_chay thiếu protein không ?,B-FOOD O O O O O B-NUTRIENT O O
1315,Hạt điều giàu canxi tốt cho người ăn chay không?,hạt_điều giàu canxi tốt cho người ăn_chay không ?,B-FOOD O B-NUTRIENT O O O O O O
1316,Chuối giàu canxi tốt cho người ăn chay không?,chuối giàu canxi tốt cho người ăn_chay không ?,B-FOOD O B-NUTRIENT O O O O O O
1317,Bông cải xanh giàu magiê tốt cho người ăn chay không?,Bông_cải_xanh giàu magiê tốt cho người ăn_chay không ?,B-FOOD O B-NUTRIENT O O O O O O
1318,Bông cải xanh giàu natri tốt cho người ăn chay không?,Bông_cải_xanh giàu natri tốt cho người ăn_chay không ?,B-FOOD O B-NUTRIENT O O O O O O
1319,Người dạ dày muốn giảm cân nên ăn gì?,Người dạ_dày muốn giảm_cân nên ăn gì ?,O B-DISEASE O O O O O O
1320,Người loãng xương muốn giảm cân nên ăn gì?,Người loãng_xương muốn giảm_cân nên ăn gì ?,O B-DISEASE O O O O O O
1321,Bà bầu bị huyết áp cao nên bổ sung sắt từ thực phẩm nào?,Bà_bầu bị huyết_áp_cao nên bổ_sung sắt từ thực_phẩm nào ?,O O B-DISEASE O O B-NUTRIENT O O O O
1322,Bà bầu bị tiểu đường nên bổ sung sắt từ thực phẩm nào?,Bà_bầu bị tiểu_đường nên bổ_sung sắt từ thực_phẩm nào ?,O O B-DISEASE O O B-NUTRIENT O O O O
1323,Bà bầu bị thiếu máu nên bổ sung vitamin D từ thực phẩm nào?,Bà_bầu bị thiếu_máu nên bổ_sung vitamin_D từ thực_phẩm nào ?,O O B-DISEASE O O B-NUTRIENT O O O O
1324,Bà bầu bị thiếu máu nên bổ sung magiê từ thực phẩm nào?,Bà_bầu bị thiếu_máu nên bổ_sung magiê từ thực_phẩm nào ?,O O B-DISEASE O O B-NUTRIENT O O O O
1325,Sau tập gym bị mệt mỏi nên ăn gì để phục hồi?,Sau tập_gym bị mệt_mỏi nên ăn gì để phục_hồi ?,O O O B-SYMPTOM O O O O O O
1326,Sau tập gym bị ợ nóng nên ăn gì để phục hồi?,Sau tập_gym bị ợ_nóng nên ăn gì để phục_hồi ?,O O O B-SYMPTOM O O O O O O
1327,Người ăn chay bị thiếu máu nên bổ sung canxi từ đâu?,Người ăn_chay bị thiếu_máu nên bổ_sung canxi từ đâu ?,O O O B-DISEASE O O B-NUTRIENT O O O
1328,Người ăn chay bị dạ dày nên bổ sung canxi từ đâu?,Người ăn_chay bị dạ_dày nên bổ_sung canxi từ đâu ?,O O O B-DISEASE O O B-NUTRIENT O O O
1329,Người ăn chay bị loãng xương nên bổ sung sắt từ đâu?,Người ăn_chay bị loãng_xương nên bổ_sung sắt từ đâu ?,O O O B-DISEASE O O B-NUTRIENT O O O
1330,Người ăn chay bị loãng xương nên bổ sung tinh bột từ đâu?,Người ăn_chay bị loãng_xương nên bổ_sung tinh_bột từ đâu ?,O O O B-DISEASE O O B-NUTRIENT O O O
1331,Người gout tập gym cần ăn gì trước khi tập?,Người gout tập_gym cần ăn gì trước khi tập ?,O B-DISEASE O O O O O O O O
1332,Người cholesterol cao tập gym cần ăn gì trước khi tập?,Người cholesterol_cao tập_gym cần ăn gì trước khi tập ?,O B-DISEASE O O O O O O O O
1333,Người ăn chay muốn tăng cơ cần bổ sung kali từ đâu?,Người ăn_chay muốn tăng_cơ cần bổ_sung kali từ đâu ?,O O O O O O B-NUTRIENT O O O
1334,Người ăn chay muốn tăng cơ cần bổ sung vitamin B12 từ đâu?,Người ăn_chay muốn tăng_cơ cần bổ_sung vitamin_B12 từ đâu ?,O O O O O O B-NUTRIENT O O O
1335,Bà bầu bị sưng khớp và thiếu sắt nên ăn gì?,Bà_bầu bị sưng_khớp và thiếu sắt nên ăn gì ?,O O B-SYMPTOM O O B-NUTRIENT O O O O
1336,Bà bầu bị mất ngủ và thiếu sắt nên ăn gì?,Bà_bầu bị mất_ngủ và thiếu sắt nên ăn gì ?,O O B-SYMPTOM O O B-NUTRIENT O O O O
1337,Bà bầu bị ợ nóng và thiếu canxi nên ăn gì?,Bà_bầu bị ợ_nóng và thiếu canxi nên ăn gì ?,O O B-SYMPTOM O O B-NUTRIENT O O O O
1338,Bà bầu bị ợ nóng và thiếu vitamin C nên ăn gì?,Bà_bầu bị ợ_nóng và thiếu vitamin_C nên ăn gì ?,O O B-SYMPTOM O O B-NUTRIENT O O O O
1339,Người cao tuổi bị gout muốn tập thể dục nhẹ cần ăn gì?,Người cao_tuổi bị gout muốn tập_thể_dục nhẹ cần ăn gì ?,O O O B-DISEASE O O O O O O O
1340,Người cao tuổi bị ung thư muốn tập thể dục nhẹ cần ăn gì?,Người cao_tuổi bị ung_thư muốn tập_thể_dục nhẹ cần ăn gì ?,O O O B-DISEASE O O O O O O O
1341,Sau tập gym bị ợ nóng và mệt mỏi nên bổ sung gì?,Sau tập_gym bị ợ_nóng và mệt_mỏi nên bổ_sung gì ?,O O O B-SYMPTOM O B-SYMPTOM O O O O
1342,Sau tập gym bị đau bụng và mệt mỏi nên bổ sung gì?,Sau tập_gym bị đau_bụng và mệt_mỏi nên bổ_sung gì ?,O O O B-SYMPTOM O B-SYMPTOM O O O O
1343,Sau tập gym bị chuột rút và chuột rút nên bổ sung gì?,Sau tập_gym bị chuột_rút và chuột_rút nên bổ_sung gì ?,O O O B-SYMPTOM O B-SYMPTOM O O O O
1344,Sau tập gym bị chuột rút và ợ nóng nên bổ sung gì?,Sau tập_gym bị chuột_rút và ợ_nóng nên bổ_sung gì ?,O O O B-SYMPTOM O B-SYMPTOM O O O O
1345,Người tim mạch ăn chay nên bổ sung protein từ đậu lăng không?,Người tim_mạch ăn_chay nên bổ_sung protein từ đậu_lăng không ?,O B-DISEASE O O O B-NUTRIENT O B-FOOD O O
1346,Người béo phì ăn chay nên bổ sung protein từ đậu lăng không?,Người béo_phì ăn_chay nên bổ_sung protein từ đậu_lăng không ?,O B-DISEASE O O O B-NUTRIENT O B-FOOD O O
